,ID,time,x,y
0,1.0,0.0,605.8055555555555,1909.6666666666667
1,2.0,0.0,921.8333333333334,1886.0333333333333
2,3.0,0.0,865.3181818181819,1870.2727272727273
3,4.0,0.0,582.7164179104477,1591.4776119402984
4,5.0,0.0,1089.1694915254238,1511.6949152542372
5,6.0,0.0,1220.578947368421,1352.4912280701753
6,7.0,0.0,766.6964285714286,1311.8035714285713
7,8.0,0.0,586.0,1267.2549019607843
8,9.0,0.0,959.5862068965517,1258.344827586207
9,10.0,0.0,910.1836734693877,1237.1836734693877
10,11.0,0.0,626.0923076923077,1232.2769230769231
11,12.0,0.0,780.5853658536586,1221.3658536585365
12,13.0,0.0,741.9423076923077,1215.4423076923076
13,14.0,0.0,823.3214285714286,1198.107142857143
14,15.0,0.0,817.7592592592592,1110.9259259259259
15,16.0,0.0,561.140625,1108.40625
16,17.0,0.0,901.8823529411765,1060.450980392157
17,18.0,0.0,644.6944444444445,1043.0
18,19.0,0.0,705.2321428571429,994.5
19,20.0,0.0,732.1351351351351,961.027027027027
20,21.0,0.0,329.97058823529414,938.3529411764706
21,22.0,0.0,738.6938775510204,879.2244897959183
22,23.0,0.0,606.3170731707318,851.1219512195122
23,24.0,0.0,830.84,772.84
24,25.0,0.0,712.9772727272727,753.7727272727273
25,26.0,0.0,839.0909090909091,687.2
26,27.0,0.0,873.0344827586207,630.6206896551724
27,28.0,0.0,903.1481481481482,609.4629629629629
28,29.0,0.0,859.1509433962265,513.2641509433962
29,30.0,0.0,724.469387755102,199.71428571428572
30,31.0,0.0,744.9642857142857,87.875
31,32.0,0.0,1346.1,29.733333333333334
32,1.0,1.0,605.8055555555555,1909.6666666666667
33,2.0,1.0,922.35,1884.0666666666666
34,3.0,1.0,864.1914893617021,1871.3191489361702
35,4.0,1.0,583.4782608695652,1590.4927536231885
36,5.0,1.0,1090.2586206896551,1513.448275862069
37,33.0,1.0,837.7647058823529,1461.3823529411766
38,6.0,1.0,1219.6363636363637,1352.4
39,7.0,1.0,765.5438596491229,1310.7719298245613
40,8.0,1.0,587.12,1268.98
41,9.0,1.0,958.9655172413793,1257.7241379310344
42,10.0,1.0,911.1111111111111,1237.2962962962963
43,11.0,1.0,626.2878787878788,1236.469696969697
44,12.0,1.0,780.1190476190476,1222.095238095238
45,13.0,1.0,742.1276595744681,1215.276595744681
46,14.0,1.0,823.5090909090909,1198.3454545454545
47,15.0,1.0,817.5185185185185,1110.037037037037
48,16.0,1.0,560.7142857142857,1107.888888888889
49,17.0,1.0,904.02,1060.56
50,19.0,1.0,704.9152542372881,992.3220338983051
51,20.0,1.0,730.5714285714286,955.5428571428571
52,21.0,1.0,330.8529411764706,936.4705882352941
53,22.0,1.0,738.4583333333334,877.0
54,23.0,1.0,606.6333333333333,850.4
55,24.0,1.0,829.5106382978723,771.063829787234
56,25.0,1.0,713.7857142857143,750.5238095238095
57,26.0,1.0,838.6551724137931,683.6379310344828
58,27.0,1.0,875.3166666666667,629.15
59,28.0,1.0,903.5185185185185,611.0370370370371
60,29.0,1.0,860.18,513.08
61,30.0,1.0,723.8775510204082,200.6122448979592
62,31.0,1.0,742.5535714285714,87.08928571428571
63,2.0,2.0,923.0701754385965,1881.7543859649122
64,3.0,2.0,862.8444444444444,1872.6666666666667
65,4.0,2.0,583.8,1589.9846153846154
66,5.0,2.0,1092.0,1515.2698412698412
67,6.0,2.0,1219.909090909091,1352.4727272727273
68,7.0,2.0,763.5254237288135,1309.6949152542372
69,8.0,2.0,588.04,1271.0
70,9.0,2.0,958.2586206896551,1256.4655172413793
71,10.0,2.0,912.8823529411765,1238.2156862745098
72,11.0,2.0,626.1323529411765,1238.4117647058824
73,12.0,2.0,779.4761904761905,1224.0714285714287
74,13.0,2.0,741.3829787234042,1214.531914893617
75,14.0,2.0,822.5084745762712,1198.2542372881355
76,15.0,2.0,817.3148148148148,1108.5925925925926
77,16.0,2.0,559.8412698412699,1106.6666666666667
78,17.0,2.0,905.0185185185185,1060.2407407407406
79,34.0,2.0,645.6666666666666,1045.0
80,19.0,2.0,704.9107142857143,991.0357142857143
81,20.0,2.0,728.7948717948718,951.4102564102565
82,21.0,2.0,334.72222222222223,935.9166666666666
83,22.0,2.0,738.6086956521739,874.5217391304348
84,23.0,2.0,606.1794871794872,847.7948717948718
85,24.0,2.0,828.7291666666666,769.6666666666666
86,25.0,2.0,713.9047619047619,749.547619047619
87,26.0,2.0,837.5689655172414,680.3965517241379
88,27.0,2.0,877.1333333333333,627.6333333333333
89,28.0,2.0,904.5454545454545,614.1818181818181
90,29.0,2.0,861.1372549019608,512.7058823529412
91,30.0,2.0,723.5128205128206,202.74358974358975
92,31.0,2.0,739.7407407407408,87.01851851851852
93,35.0,2.0,1346.107142857143,29.678571428571427
94,3.0,3.0,861.6744186046511,1874.2325581395348
95,2.0,3.0,923.8793103448276,1879.5
96,4.0,3.0,585.3333333333334,1588.095238095238
97,5.0,3.0,1094.1147540983607,1515.4590163934427
98,6.0,3.0,1222.2105263157894,1352.9122807017543
99,7.0,3.0,765.5090909090909,1310.909090909091
100,8.0,3.0,588.25,1272.0
101,9.0,3.0,958.1166666666667,1256.0166666666667
102,10.0,3.0,912.8846153846154,1238.1346153846155
103,11.0,3.0,625.4461538461538,1241.8
104,12.0,3.0,779.1162790697674,1225.2093023255813
105,13.0,3.0,740.5957446808511,1213.468085106383
106,14.0,3.0,823.9285714285714,1198.8214285714287
107,15.0,3.0,817.0714285714286,1106.017857142857
108,16.0,3.0,559.3548387096774,1106.3064516129032
109,17.0,3.0,906.7358490566038,1059.7735849056603
110,34.0,3.0,645.8888888888889,1046.2592592592594
111,19.0,3.0,705.0,991.0
112,20.0,3.0,729.4722222222222,953.2222222222222
113,21.0,3.0,334.3611111111111,935.8611111111111
114,22.0,3.0,738.6739130434783,873.5434782608696
115,23.0,3.0,608.5,844.7
116,24.0,3.0,829.2173913043479,768.2391304347826
117,25.0,3.0,714.2826086956521,749.0869565217391
118,26.0,3.0,836.8448275862069,677.448275862069
119,27.0,3.0,879.9152542372881,625.4915254237288
120,28.0,3.0,906.0,616.5283018867924
121,29.0,3.0,862.64,512.72
122,30.0,3.0,723.5384615384615,203.12820512820514
123,31.0,3.0,736.7454545454545,87.61818181818182
124,35.0,3.0,1346.2333333333333,29.6
125,3.0,4.0,860.7441860465116,1875.6046511627908
126,2.0,4.0,923.9661016949152,1878.2542372881355
127,4.0,4.0,586.8088235294117,1585.4558823529412
128,5.0,4.0,1095.7241379310344,1515.4827586206898
129,6.0,4.0,1222.8064516129032,1353.241935483871
130,7.0,4.0,768.3064516129032,1312.258064516129
131,8.0,4.0,588.46,1272.52
132,9.0,4.0,957.3103448275862,1254.1896551724137
133,10.0,4.0,913.7857142857143,1240.1607142857142
134,11.0,4.0,625.0909090909091,1242.1666666666667
135,12.0,4.0,779.1555555555556,1225.8
136,13.0,4.0,740.1555555555556,1213.0222222222221
137,14.0,4.0,823.1034482758621,1198.5172413793102
138,15.0,4.0,816.7796610169491,1104.7796610169491
139,16.0,4.0,559.1587301587301,1106.095238095238
140,17.0,4.0,907.5,1059.5740740740741
141,34.0,4.0,644.3888888888889,1042.0
142,19.0,4.0,705.4745762711865,989.2542372881356
143,20.0,4.0,730.9555555555555,953.7777777777778
144,21.0,4.0,331.6470588235294,935.8235294117648
145,22.0,4.0,738.6170212765958,873.2978723404256
146,23.0,4.0,611.55,844.15
147,24.0,4.0,830.2708333333334,767.5208333333334
148,25.0,4.0,714.6585365853658,746.9756097560976
149,26.0,4.0,836.8833333333333,675.7833333333333
150,27.0,4.0,879.8518518518518,625.6666666666666
151,28.0,4.0,907.925925925926,618.574074074074
152,29.0,4.0,862.3090909090909,512.4727272727273
153,30.0,4.0,722.4545454545455,202.77272727272728
154,31.0,4.0,734.3333333333334,87.51851851851852
155,35.0,4.0,1346.0666666666666,29.833333333333332
156,3.0,5.0,859.3953488372093,1877.9302325581396
157,2.0,5.0,924.1612903225806,1876.0
158,4.0,5.0,587.1076923076923,1585.2
159,5.0,5.0,1097.877192982456,1516.017543859649
160,6.0,5.0,1224.2380952380952,1353.6984126984128
161,7.0,5.0,769.1904761904761,1313.3809523809523
162,8.0,5.0,588.66,1273.96
163,9.0,5.0,956.9649122807018,1252.982456140351
164,10.0,5.0,915.4814814814815,1242.7407407407406
165,11.0,5.0,624.328125,1246.203125
166,12.0,5.0,778.675,1227.75
167,13.0,5.0,740.4444444444445,1213.4444444444443
168,14.0,5.0,823.1551724137931,1198.5
169,16.0,5.0,559.258064516129,1106.2903225806451
170,15.0,5.0,815.457627118644,1101.7457627118645
171,17.0,5.0,909.0,1059.2222222222222
172,34.0,5.0,644.3571428571429,1043.0
173,19.0,5.0,705.5714285714286,986.9206349206349
174,20.0,5.0,732.8611111111111,953.5833333333334
175,21.0,5.0,332.94594594594594,937.4324324324324
176,22.0,5.0,737.7551020408164,875.7551020408164
177,23.0,5.0,615.5,846.1666666666666
178,24.0,5.0,830.3333333333334,767.0888888888888
179,25.0,5.0,714.7045454545455,746.2954545454545
180,26.0,5.0,837.2456140350877,674.5087719298245
181,27.0,5.0,878.1929824561404,626.8070175438596
182,28.0,5.0,909.0689655172414,618.8103448275862
183,29.0,5.0,860.9056603773585,512.6792452830189
184,30.0,5.0,723.24,200.38
185,31.0,5.0,731.5283018867924,87.58490566037736
186,35.0,5.0,1346.2962962962963,29.925925925925927
187,36.0,6.0,605.625,1909.75
188,3.0,6.0,858.1224489795918,1879.938775510204
189,2.0,6.0,924.4677419354839,1873.532258064516
190,4.0,6.0,587.1692307692308,1585.0461538461539
191,5.0,6.0,1099.642857142857,1516.107142857143
192,6.0,6.0,1224.375,1353.9375
193,7.0,6.0,768.8181818181819,1311.581818181818
194,8.0,6.0,588.4901960784314,1274.2156862745098
195,9.0,6.0,956.8421052631579,1252.1754385964912
196,10.0,6.0,916.2982456140351,1245.298245614035
197,11.0,6.0,623.9692307692308,1247.9692307692308
198,12.0,6.0,778.560975609756,1228.2439024390244
199,13.0,6.0,741.5227272727273,1214.6818181818182
200,14.0,6.0,823.4035087719299,1198.5964912280701
201,16.0,6.0,559.0645161290323,1105.9354838709678
202,15.0,6.0,814.7333333333333,1100.9
203,17.0,6.0,909.7454545454545,1059.2
204,19.0,6.0,704.9402985074627,985.2686567164179
205,20.0,6.0,732.4324324324324,951.1621621621622
206,21.0,6.0,337.8611111111111,939.4722222222222
207,22.0,6.0,737.1304347826087,877.1086956521739
208,23.0,6.0,618.7954545454545,848.0227272727273
209,24.0,6.0,830.3829787234042,767.0
210,25.0,6.0,715.0888888888888,744.7777777777778
211,26.0,6.0,837.5087719298245,671.8245614035088
212,27.0,6.0,876.5438596491229,627.9649122807018
213,28.0,6.0,909.6428571428571,619.0178571428571
214,29.0,6.0,857.5,511.3392857142857
215,30.0,6.0,723.125,199.77083333333334
216,31.0,6.0,729.8076923076923,87.36538461538461
217,35.0,6.0,1346.3103448275863,29.862068965517242
218,36.0,7.0,604.0357142857143,1906.5
219,3.0,7.0,856.84,1880.88
220,2.0,7.0,924.5666666666667,1871.0666666666666
221,4.0,7.0,587.2352941176471,1584.1176470588234
222,5.0,7.0,1101.2068965517242,1516.5862068965516
223,6.0,7.0,1225.0,1353.920634920635
224,7.0,7.0,767.5714285714286,1309.607142857143
225,8.0,7.0,588.18,1274.5
226,9.0,7.0,956.6610169491526,1249.135593220339
227,10.0,7.0,916.5185185185185,1248.1296296296296
228,11.0,7.0,623.2222222222222,1250.6984126984128
229,12.0,7.0,778.1190476190476,1228.5
230,13.0,7.0,741.4565217391304,1214.0
231,14.0,7.0,824.1346153846154,1198.3846153846155
232,15.0,7.0,813.051724137931,1098.7931034482758
233,16.0,7.0,557.3870967741935,1103.7903225806451
234,17.0,7.0,912.074074074074,1058.5185185185185
235,37.0,7.0,645.6756756756756,1037.8918918918919
236,19.0,7.0,704.28,978.58
