,ID,time,x,y
24354,465,951,295,642
24410,465,952,296,618
24557,465,955,278,641
24655,465,957,272,646
24745,465,959,292,657
24792,465,960,277,646
24840,465,961,282,644
24945,465,963,301,627
24995,465,964,318,625
25041,465,965,324,642
25088,465,966,295,636
25133,465,967,296,633
25218,465,969,288,629
25299,465,971,304,646
